"lag1","lat","lon","Acronym","Known_Tipping_system"
0.4373,89.21503,-120,"ARO","Artic Sea Ice"
0.4044,89.21503,0,"ARO","Artic Sea Ice"
0.4052,89.21503,120,"ARO","Artic Sea Ice"
0.4565,87.64494,-160,"ARO","Artic Sea Ice"
0.5083,87.64494,-120,"ARO","Artic Sea Ice"
0.4609,87.64494,-80,"ARO","Artic Sea Ice"
0.4179,87.64494,-40,"ARO","Artic Sea Ice"
0.4055,87.64494,0,"ARO","Artic Sea Ice"
0.4055,87.64494,40,"ARO","Artic Sea Ice"
0.4059,87.64494,80,"ARO","Artic Sea Ice"
0.4716,87.64494,120,"ARO","Artic Sea Ice"
0.4702,87.64494,160,"ARO","Artic Sea Ice"
0.5026,86.03115,-168.75,"ARO","Artic Sea Ice"
0.5322,86.03115,-146.25,"ARO","Artic Sea Ice"
0.3477,86.03115,-123.75,"ARO","Artic Sea Ice"
0.5895,86.03115,-101.25,"ARO","Artic Sea Ice"
0.5306,86.03115,-78.75,"ARO","Artic Sea Ice"
0.5061,86.03115,-56.25,"ARO","Artic Sea Ice"
0.4472,86.03115,-33.75,"ARO","Artic Sea Ice"
0.4386,86.03115,-11.25,"ARO","Artic Sea Ice"
0.4455,86.03115,11.25,"ARO","Artic Sea Ice"
0.4213,86.03115,33.75,"ARO","Artic Sea Ice"
0.4279,86.03115,56.25,"ARO","Artic Sea Ice"
0.4469,86.03115,78.75,"ARO","Artic Sea Ice"
0.4621,86.03115,101.25,"ARO","Artic Sea Ice"
0.4165,86.03115,123.75,"ARO","Artic Sea Ice"
0.2155,86.03115,146.25,"ARO","Artic Sea Ice"
0.483,86.03115,168.75,"ARO","Artic Sea Ice"
0.2806,84.39503,-171.81818,"ARO","Artic Sea Ice"
0.3124,84.39503,-155.45454,"ARO","Artic Sea Ice"
0.6231,84.39503,-139.09091,"ARO","Artic Sea Ice"
0.6124,84.39503,-122.72727,"ARO","Artic Sea Ice"
0.4268,84.39503,-106.36364,"ARO","Artic Sea Ice"
0.6558,84.39503,-90,"ARO","Artic Sea Ice"
0.5898,84.39503,-73.63636,"GIC","Greenland Ice Sheet"
0.5486,84.39503,-57.27273,"GIC","Greenland Ice Sheet"
0.4679,84.39503,-40.90909,"GIC","Greenland Ice Sheet"
0.429,84.39503,-24.54545,"GIC","Greenland Ice Sheet"
0.4623,84.39503,-8.18182,"ARO","Artic Sea Ice"
0.4573,84.39503,8.18182,"ARO","Artic Sea Ice"
0.4661,84.39503,24.54545,"ARO","Artic Sea Ice"
0.4277,84.39503,40.90909,"ARO","Artic Sea Ice"
0.4524,84.39503,57.27273,"ARO","Artic Sea Ice"
0.4761,84.39503,73.63636,"ARO","Artic Sea Ice"
0.5291,84.39503,90,"ARO","Artic Sea Ice"
0.4643,84.39503,106.36364,"ARO","Artic Sea Ice"
0.448,84.39503,122.72727,"ARO","Artic Sea Ice"
0.4289,84.39503,139.09091,"ARO","Artic Sea Ice"
0.5155,84.39503,155.45454,"ARO","Artic Sea Ice"
0.5212,84.39503,171.81818,"ARO","Artic Sea Ice"
0.4255,82.78807,-173.57143,"ARO","Artic Sea Ice"
0.3046,82.78807,-160.71428,"ARO","Artic Sea Ice"
0.2502,82.78807,-147.85715,"ARO","Artic Sea Ice"
0.5991,82.78807,-135,"ARO","Artic Sea Ice"
0.6873,82.78807,-122.14286,"ARO","Artic Sea Ice"
0.6806,82.78807,-109.28571,"ARO","Artic Sea Ice"
0.4901,82.78807,-96.42857,"ARO","Artic Sea Ice"
0.2719,82.78807,-83.57143,"NEN",NA
0.1083,82.78807,-70.71429,"GIC","Greenland Ice Sheet"
0.6085,82.78807,-57.85714,"GIC","Greenland Ice Sheet"
0.108,82.78807,-45,"GIC","Greenland Ice Sheet"
0.091,82.78807,-32.14286,"GIC","Greenland Ice Sheet"
0.4589,82.78807,-19.28572,"GIC","Greenland Ice Sheet"
0.5144,82.78807,-6.42857,"ARO","Artic Sea Ice"
0.5002,82.78807,6.42857,"ARO","Artic Sea Ice"
0.5021,82.78807,19.28572,"ARO","Artic Sea Ice"
0.4851,82.78807,32.14286,"ARO","Artic Sea Ice"
0.4597,82.78807,45,"ARO","Artic Sea Ice"
0.5072,82.78807,57.85714,"ARO","Artic Sea Ice"
0.5287,82.78807,70.71429,"ARO","Artic Sea Ice"
0.5216,82.78807,83.57143,"ARO","Artic Sea Ice"
0.4471,82.78807,96.42857,"ARO","Artic Sea Ice"
0.4789,82.78807,109.28571,"ARO","Artic Sea Ice"
0.2289,82.78807,122.14286,"ARO","Artic Sea Ice"
0.4992,82.78807,135,"ARO","Artic Sea Ice"
0.5267,82.78807,147.85715,"ARO","Artic Sea Ice"
0.4996,82.78807,160.71428,"ARO","Artic Sea Ice"
0.3931,82.78807,173.57143,"ARO","Artic Sea Ice"
0.4064,81.19255,-174.70589,"ARO","Artic Sea Ice"
0.4019,81.19255,-164.11765,"ARO","Artic Sea Ice"
0.4218,81.19255,-153.52942,"ARO","Artic Sea Ice"
0.3117,81.19255,-142.94118,"ARO","Artic Sea Ice"
-0.0176,81.19255,-132.35294,"ARO","Artic Sea Ice"
0.4604,81.19255,-121.76471,"ARO","Artic Sea Ice"
0.7,81.19255,-111.17647,"ARO","Artic Sea Ice"
0.6642,81.19255,-100.58823,"NEN",NA
0.1973,81.19255,-90,"NEN",NA
0.1341,81.19255,-79.41177,"NEN",NA
0.1456,81.19255,-68.82353,"GIC","Greenland Ice Sheet"
0.1349,81.19255,-58.23529,"GIC","Greenland Ice Sheet"
0.1175,81.19255,-47.64706,"GIC","Greenland Ice Sheet"
0.1045,81.19255,-37.05882,"GIC","Greenland Ice Sheet"
0.0905,81.19255,-26.47059,"GIC","Greenland Ice Sheet"
0.0731,81.19255,-15.88235,"GIC","Greenland Ice Sheet"
0.5207,81.19255,-5.29412,"ARO","Artic Sea Ice"
0.5171,81.19255,5.29412,"ARO","Artic Sea Ice"
0.5271,81.19255,15.88235,"ARO","Artic Sea Ice"
0.5336,81.19255,26.47059,"ARO","Artic Sea Ice"
0.539,81.19255,37.05882,"ARO","Artic Sea Ice"
0.5342,81.19255,47.64706,"ARO","Artic Sea Ice"
0.4261,81.19255,58.23529,"ARO","Artic Sea Ice"
0.5431,81.19255,68.82353,"ARO","Artic Sea Ice"
0.5595,81.19255,79.41177,"ARO","Artic Sea Ice"
0.5744,81.19255,90,"RAR","Yedoma Permafrost"
0.4883,81.19255,100.58823,"RAR","Yedoma Permafrost"
0.5224,81.19255,111.17647,"ARO","Artic Sea Ice"
0.4685,81.19255,121.76471,"ARO","Artic Sea Ice"
0.5252,81.19255,132.35294,"ARO","Artic Sea Ice"
0.5022,81.19255,142.94118,"ARO","Artic Sea Ice"
0.2473,81.19255,153.52942,"ARO","Artic Sea Ice"
0.5123,81.19255,164.11765,"ARO","Artic Sea Ice"
0.3988,81.19255,174.70589,"ARO","Artic Sea Ice"
0.3698,79.58365,-175.60976,"ARO","Artic Sea Ice"
0.4725,79.58365,-166.82927,"ARO","Artic Sea Ice"
0.4527,79.58365,-158.04878,"ARO","Artic Sea Ice"
0.5007,79.58365,-149.2683,"ARO","Artic Sea Ice"
0.639,79.58365,-140.48781,"ARO","Artic Sea Ice"
0.4305,79.58365,-131.70732,"ARO","Artic Sea Ice"
0.379,79.58365,-122.92683,"ARO","Artic Sea Ice"
0.5509,79.58365,-114.14634,"ARO","Artic Sea Ice"
0.7186,79.58365,-105.36585,"NWN","Boreal Forest dying"
0.4647,79.58365,-96.58537,"NEN",NA
0.196,79.58365,-87.80488,"NEN",NA
0.2016,79.58365,-79.02439,"NEN",NA
0.6122,79.58365,-70.2439,"GIC","Greenland Ice Sheet"
0.1858,79.58365,-61.46341,"GIC","Greenland Ice Sheet"
0.1775,79.58365,-52.68293,"GIC","Greenland Ice Sheet"
0.1515,79.58365,-43.90244,"GIC","Greenland Ice Sheet"
0.1272,79.58365,-35.12195,"GIC","Greenland Ice Sheet"
0.1081,79.58365,-26.34146,"GIC","Greenland Ice Sheet"
0.26,79.58365,-17.56098,"GIC","Greenland Ice Sheet"
0.5261,79.58365,-8.78049,"ARO","Artic Sea Ice"
0.5345,79.58365,0,"ARO","Artic Sea Ice"
0.5273,79.58365,8.78049,"ARO","Artic Sea Ice"
0.184,79.58365,17.56098,"ARO","Artic Sea Ice"
0.3109,79.58365,26.34146,"ARO","Artic Sea Ice"
0.5482,79.58365,35.12195,"ARO","Artic Sea Ice"
0.5389,79.58365,43.90244,"ARO","Artic Sea Ice"
0.5422,79.58365,52.68293,"ARO","Artic Sea Ice"
0.5542,79.58365,61.46341,"ARO","Artic Sea Ice"
0.5555,79.58365,70.2439,"ARO","Artic Sea Ice"
0.577,79.58365,79.02439,"ARO","Artic Sea Ice"
0.6013,79.58365,87.80488,"RAR","Yedoma Permafrost"
0.1688,79.58365,96.58537,"RAR","Yedoma Permafrost"
0.4675,79.58365,105.36585,"RAR","Yedoma Permafrost"
0.4725,79.58365,114.14634,"RAR","Yedoma Permafrost"
0.5299,79.58365,122.92683,"ARO","Artic Sea Ice"
0.5734,79.58365,131.70732,"ARO","Artic Sea Ice"
0.5113,79.58365,140.48781,"ARO","Artic Sea Ice"
0.214,79.58365,149.2683,"ARO","Artic Sea Ice"
0.147,79.58365,158.04878,"ARO","Artic Sea Ice"
0.3117,79.58365,166.82927,"ARO","Artic Sea Ice"
0.3073,79.58365,175.60976,"ARO","Artic Sea Ice"
0.5,77.96286,-176.17021,"ARO","Artic Sea Ice"
0.4606,77.96286,-168.51064,"ARO","Artic Sea Ice"
0.4318,77.96286,-160.85106,"ARO","Artic Sea Ice"
0.5588,77.96286,-153.19148,"ARO","Artic Sea Ice"
0.5554,77.96286,-145.53192,"ARO","Artic Sea Ice"
0.5994,77.96286,-137.87234,"ARO","Artic Sea Ice"
0.6028,77.96286,-130.21277,"ARO","Artic Sea Ice"
0.4972,77.96286,-122.55319,"NWN","Boreal Forest dying"
0.7237,77.96286,-114.89362,"NWN","Boreal Forest dying"
0.7363,77.96286,-107.23404,"NWN","Boreal Forest dying"
